Bedrooms,Area,Bathrooms,ParkingSpaces,Age,Price,Location,price
4,4921,4,3,16,978780,Kolkata,634302.2075406435
1,1077,2,0,40,256760,Kolkata,255471.27328535286
1,1439,1,3,27,775150,Kolkata,406196.9351349141
1,2775,2,3,42,887378,Kolkata,481395.59255766583
4,3596,3,3,57,398942,Kolkata,529563.1887423882
0,4303,0,2,10,960295,Kolkata,538868.517452798
1,3447,0,4,38,749761,Kolkata,562295.7884024847
1,4284,1,1,8,870840,Kolkata,506835.24818674475
1,2216,4,2,18,232208,Kolkata,420887.9982580997
0,4643,0,4,17,787275,Kolkata,639941.7697433704
1,3748,2,1,58,846834,Kolkata,450815.70233864005
0,2290,3,2,66,952522,Kolkata,395694.9380711658
0,1125,4,2,44,516637,Kolkata,339732.28202586184
3,2738,4,0,9,553132,Kolkata,382999.78503238066
3,3881,4,2,48,130893,Kolkata,512826.8455490081
1,4453,0,3,39,164124,Kolkata,581331.7111592402
2,3591,4,2,6,136171,Kolkata,510930.2605300206
3,1501,1,3,30,773998,Kolkata,418909.7873532777
3,4474,2,4,18,478198,Kolkata,642022.6889222283
2,3871,3,4,43,297556,Kolkata,587462.2138638797
4,4332,2,3,33,853598,Kolkata,589032.829846593
1,1386,1,0,53,534279,Kolkata,266888.4266871896
4,1411,1,0,56,124193,Kolkata,281831.79189129896
4,2369,2,4,19,959175,Kolkata,517882.3910518319
0,3006,0,2,69,371382,Kolkata,432130.59014288004
0,2117,1,4,26,500635,Kolkata,479459.7265042083
1,3375,4,4,29,120410,Kolkata,562416.444446964
2,3147,3,3,24,237028,Kolkata,515458.80061047775
0,4868,3,0,6,966593,Kolkata,499335.9981189698
3,3508,1,3,54,123753,Kolkata,521639.69239581283
1,2338,4,4,39,172858,Kolkata,496822.8281289898
4,3072,2,1,4,954582,Kolkata,446348.9323168016
1,2941,3,2,58,340899,Kolkata,444303.78010963125
0,3541,4,4,48,299879,Kolkata,562598.2588721486
2,1352,4,3,60,633317,Kolkata,390605.8430717324
4,1868,0,1,26,156536,Kolkata,366232.25191482133
2,4188,1,1,40,957646,Kolkata,487998.072929375
1,3246,4,4,56,346641,Kolkata,540159.0191921996
2,2302,2,0,39,934421,Kolkata,338990.45538817183
2,4653,3,1,39,981063,Kolkata,521908.22903218854
1,1846,0,2,48,181107,Kolkata,380749.24483855
4,2102,2,3,25,274234,Kolkata,458092.30267453205
2,2447,3,3,34,775078,Kolkata,466349.2734492534
2,4425,1,3,21,967834,Kolkata,591299.407775912
1,1525,2,4,25,495414,Kolkata,457952.81246277055
3,3588,3,3,22,616307,Kolkata,544926.2373591369
2,2679,0,3,23,895839,Kolkata,486881.5102217273
0,3524,3,2,25,305680,Kolkata,489754.93061227625
4,2878,4,0,26,838034,Kolkata,389568.30438284617
2,1009,0,4,30,236289,Kolkata,419020.0234315941
1,4630,2,4,38,590012,Kolkata,632300.9972002408
0,4574,1,3,34,993628,Kolkata,584643.9006497895
1,2283,0,2,15,175947,Kolkata,419797.69824177143
2,3571,0,1,44,395282,Kolkata,449733.28607993195
0,3857,0,3,10,658788,Kolkata,552181.9072435023
4,4809,3,3,37,607034,Kolkata,617619.7385870852
4,3819,4,4,7,629547,Kolkata,613751.5510302202
4,2619,1,4,32,703940,Kolkata,524232.3895068827
3,2883,1,3,11,674241,Kolkata,507004.5578846172
1,3907,4,4,48,122783,Kolkata,587087.864974061
2,4077,3,2,68,141949,Kolkata,509569.7271061692
0,4981,3,1,48,132389,Kolkata,525936.5889745041
1,4830,4,1,45,287231,Kolkata,522834.7959365519
2,2058,4,1,33,393192,Kolkata,366385.35357649083
3,3222,2,3,4,525337,Kolkata,533276.8757642226
2,3489,3,3,47,913973,Kolkata,527718.4045286388
1,4648,0,3,53,660393,Kolkata,585438.1659634595
2,2170,1,2,31,226492,Kolkata,411438.22098739375
0,2592,3,1,31,514858,Kolkata,388856.3167432531
3,4264,4,4,27,206331,Kolkata,625501.9395316907
0,4084,0,4,48,991703,Kolkata,587199.5119381967
3,2927,2,0,36,330996,Kolkata,378026.82742482814
3,4601,2,0,49,522136,Kolkata,469819.1048540473
2,3293,0,4,31,286206,Kolkata,558057.415554468
0,1674,0,1,44,271833,Kolkata,330575.454278602
3,2878,4,3,59,151944,Kolkata,487572.33799693245
3,3161,4,4,23,131027,Kolkata,563614.8142699883
2,2011,1,4,68,223452,Kolkata,465579.5969241468
1,1793,1,0,42,589232,Kolkata,299006.603106948
1,1232,2,1,42,828282,Kolkata,306480.49662828475
4,2701,0,4,13,989629,Kolkata,536766.666528626
4,4027,2,3,1,776840,Kolkata,587513.8296048141
3,2345,4,3,53,792984,Kolkata,458311.77855908
1,4609,3,2,40,169191,Kolkata,549827.6310919101
3,3173,4,3,46,976836,Kolkata,513677.0860300464
0,4384,3,4,22,149028,Kolkata,621486.729680116
1,1510,0,4,52,153445,Kolkata,442294.74770569004
1,2507,0,3,28,706287,Kolkata,469226.8925800246
1,3328,0,0,53,407336,Kolkata,385136.2537249106
4,1797,1,1,63,431988,Kolkata,345197.88426127145
2,4025,1,4,17,773606,Kolkata,605433.9287554095
2,3950,3,3,64,526602,Kolkata,543427.5563042805
4,2306,2,3,6,150111,Kolkata,480492.9056558492
4,3698,2,4,14,308078,Kolkata,600517.7264740147
4,4684,3,2,17,218423,Kolkata,579992.2460770966
2,1391,1,1,38,271954,Kolkata,321038.8440769261
3,4594,4,4,69,683845,Kolkata,627942.0041128983
4,1381,3,3,13,554134,Kolkata,424230.746934536
3,3263,2,2,53,243260,Kolkata,472247.97892927995
3,3589,3,4,9,897101,Kolkata,594764.6916317455
0,1605,3,1,44,504659,Kolkata,322723.199732915
2,1115,0,2,26,741144,Kolkata,350303.9322852347
3,1508,1,3,19,381773,Kolkata,422452.93335186207
2,4571,0,0,48,893667,Kolkata,464011.3851873573
2,3318,1,1,30,175450,Kolkata,442851.9999495497
0,2463,3,2,32,281385,Kolkata,418705.17269329267
2,4362,1,4,69,667137,Kolkata,609259.4161547526
3,4110,2,4,11,937624,Kolkata,623024.9420697488
1,2047,0,2,26,325155,Kolkata,400109.0965764622
3,1775,3,4,26,111593,Kolkata,477735.456484202
3,2066,2,2,17,665216,Kolkata,418712.30742764636
2,2193,1,1,44,127885,Kolkata,370672.2283953369
3,1339,1,4,23,679089,Kolkata,453404.3524313365
1,1168,2,1,25,502507,Kolkata,308920.3343390872
2,2838,1,3,37,276050,Kolkata,488239.9081108879
4,2561,0,3,65,287542,Kolkata,463340.6913039587
3,4763,4,3,2,557323,Kolkata,630264.3103485564
3,4543,1,3,32,486712,Kolkata,600410.0115056481
0,3709,3,4,55,484315,Kolkata,563406.829228194
4,4716,1,2,50,169668,Kolkata,562833.5909310955
4,3190,3,4,65,852579,Kolkata,544636.2707903706
1,4747,1,4,32,231916,Kolkata,643508.8798965057
4,4172,1,1,37,154929,Kolkata,497638.9709157672
0,1574,3,2,13,918301,Kolkata,381291.62844683125
1,2628,0,0,54,852412,Kolkata,341837.874500838
4,2742,4,0,3,920843,Kolkata,390786.7015062219
1,1474,4,2,42,421821,Kolkata,364228.2299488292
4,3358,0,0,40,789391,Kolkata,404937.89966092823
4,4655,1,2,66,922134,Kolkata,551898.0030724327
4,4131,4,1,60,622459,Kolkata,488400.2968439329
3,4100,0,1,11,122523,Kolkata,504767.19455908163
4,1530,0,4,1,991910,Kolkata,474323.3384413119
3,1990,4,0,26,591735,Kolkata,334695.06626556
2,3120,3,2,42,629064,Kolkata,464195.4146598458
0,2417,2,1,62,947433,Kolkata,365757.853124569
1,1868,3,4,61,511940,Kolkata,455591.20786383445
1,3441,1,0,62,287930,Kolkata,386400.81427948707
2,2781,3,0,12,769460,Kolkata,382305.4520201705
4,3528,2,0,27,666755,Kolkata,424081.70042492286
0,3520,2,1,67,422866,Kolkata,430267.99666683027
2,1312,0,1,28,199420,Kolkata,322224.0280921235
2,2461,1,0,66,599270,Kolkata,332482.22828262794
1,1951,0,1,28,998316,Kolkata,356162.3119505164
3,3371,3,0,21,703756,Kolkata,416937.28708659764
3,2012,3,3,7,777078,Kolkata,462072.89629365
4,1964,4,1,14,801374,Kolkata,378030.94047290436
4,3134,0,2,39,775000,Kolkata,473385.8688636904
2,1358,0,1,62,946744,Kolkata,309481.23077427
4,1694,0,0,12,207644,Kolkata,319730.5808945897
3,3244,0,2,38,119560,Kolkata,474651.81466744794
0,3803,2,4,58,499596,Kolkata,567937.2331065045
1,4911,4,2,56,147756,Kolkata,564358.3086081605
3,4024,1,2,39,359876,Kolkata,522459.1497306993
4,2408,1,1,4,980797,Kolkata,408204.47007910995
1,2141,1,2,48,653867,Kolkata,396883.8722202597
1,1497,2,2,7,195736,Kolkata,382667.8913154028
2,1907,4,0,60,754272,Kolkata,304720.432828507
4,3978,4,1,40,971697,Kolkata,489536.33853246656
2,4955,2,0,8,783897,Kolkata,514083.0881666962
1,1461,0,1,58,352756,Kolkata,310483.71016207116
2,4567,3,4,57,862996,Kolkata,627186.6878549736
4,2617,0,2,35,479765,Kolkata,442844.4617698179
3,4017,1,1,13,189661,Kolkata,496052.2939529044
0,4318,0,2,39,236727,Kolkata,526020.5851148717
3,3281,2,2,21,823344,Kolkata,489547.1102776802
1,1416,1,3,47,441865,Kolkata,395062.59269863146
3,2490,3,0,2,248283,Kolkata,372428.39779672836
2,2505,1,1,44,777640,Kolkata,382579.7447631834
4,2388,0,4,30,133971,Kolkata,508301.2882658821
3,3200,4,3,55,729211,Kolkata,506234.7381773802
3,1271,4,0,40,106798,Kolkata,281258.2372962545
4,1391,4,4,24,641516,Kolkata,460806.9062166319
2,3594,1,4,42,266811,Kolkata,573898.6735843262
0,1724,4,2,28,854932,Kolkata,380630.9776653618
3,2746,2,0,51,541936,Kolkata,361677.2840355963
1,4501,3,3,22,194845,Kolkata,592657.9475325061
2,2674,4,1,8,301352,Kolkata,419174.79362761974
2,3236,2,1,14,140503,Kolkata,443741.30150834634
3,3859,2,3,45,376692,Kolkata,553397.0570720175
4,4978,1,2,38,732413,Kolkata,584177.375659519
3,4323,1,2,32,230942,Kolkata,547530.4912135382
3,1394,3,4,62,268925,Kolkata,436005.91532678547
4,1661,3,0,67,698819,Kolkata,293482.17473785434
1,1852,0,4,61,386847,Kolkata,451111.8397705336
4,4290,3,1,13,518743,Kolkata,522234.0341449692
3,3641,1,3,47,331640,Kolkata,537941.6315549815
0,3237,2,0,54,196966,Kolkata,378243.9124191022
4,3281,0,3,52,165555,Kolkata,515339.1092427927
1,2711,3,0,25,816342,Kolkata,363838.5336952163
4,3279,2,1,23,150933,Kolkata,452586.5420899203
4,3405,1,1,30,554394,Kolkata,454166.59474906855
2,3525,4,0,11,684763,Kolkata,426115.04084593325
2,4646,0,2,35,538946,Kolkata,559041.9410490139
3,4500,2,0,27,123241,Kolkata,479068.9053152567
3,3030,1,1,67,481666,Kolkata,409336.30153232155
4,1236,1,3,47,434976,Kolkata,398531.2965708373
0,2056,0,4,50,312941,Kolkata,464722.2593608772
3,3260,0,3,8,272588,Kolkata,528290.2464222918
4,2595,3,1,55,905060,Kolkata,393608.0045667613
4,3426,3,3,42,381511,Kolkata,531864.0836215306
4,2025,0,2,67,373899,Kolkata,393389.10020800726
4,1908,0,2,20,332101,Kolkata,406991.7720697877
4,1449,2,0,45,842646,Kolkata,297814.9336029966
2,1568,3,3,35,768385,Kolkata,415944.3219088892
1,4498,1,3,20,760247,Kolkata,593183.5631368133
1,3860,3,1,24,684963,Kolkata,472020.7309843294
4,4870,3,0,57,149348,Kolkata,487814.4025977019
3,2673,0,0,55,170762,Kolkata,349313.8090707226
0,3326,0,3,9,201132,Kolkata,525802.8380038084
4,1213,3,4,16,473479,Kolkata,454204.901901887
0,2774,4,3,55,300596,Kolkata,470937.0948024443
2,2308,4,3,58,708677,Kolkata,447050.1767104325
1,4614,3,3,64,904446,Kolkata,579284.9499777202
2,1717,4,2,49,638527,Kolkata,381362.87634970504
3,1969,3,0,29,529262,Kolkata,325631.69023289275
3,4345,0,2,7,642710,Kolkata,555395.914437401
4,4082,0,4,69,389199,Kolkata,593657.9995438639
3,3918,0,1,2,809533,Kolkata,493494.278100785
3,4118,1,4,33,368614,Kolkata,613056.1735918088
2,4586,0,0,48,451141,Kolkata,462745.5375896479
0,2665,0,1,37,800894,Kolkata,389738.65822132776
1,3485,3,4,30,618571,Kolkata,567706.3715191527
3,4655,4,0,41,563513,Kolkata,481728.9160334658
3,3718,4,4,4,121603,Kolkata,606588.9194466606
2,1903,0,1,39,357261,Kolkata,348076.38453053933
1,2450,0,1,24,855051,Kolkata,387359.86062362266
2,2455,0,4,50,346401,Kolkata,499262.5489092994
0,4201,3,2,37,475594,Kolkata,525719.2147002759
2,4093,3,4,53,646284,Kolkata,599493.7335674831
1,3939,3,4,25,926410,Kolkata,599983.8100235965
1,3436,4,4,31,723166,Kolkata,568098.5317082625
3,1134,1,2,38,881384,Kolkata,348278.39533827425
0,1531,4,3,58,140564,Kolkata,397591.3473689543
4,3267,3,1,53,656036,Kolkata,434150.8726258019
3,1332,2,0,50,161402,Kolkata,277660.68897889863
2,2153,1,1,4,263403,Kolkata,382818.21685356024
2,4103,0,1,52,406524,Kolkata,472744.3725358307
1,2625,4,3,31,550959,Kolkata,476859.780297999
1,4842,1,1,14,284914,Kolkata,536283.0998870691
1,2448,2,1,1,461904,Kolkata,403153.8176681193
4,2321,1,2,43,199899,Kolkata,426399.34514261107
4,2527,4,2,59,976660,Kolkata,429860.7185815088
3,4916,3,2,61,632274,Kolkata,564681.9423587937
4,4832,0,2,41,485406,Kolkata,570807.7584822705
1,2708,3,2,18,965114,Kolkata,450023.7386254847
3,3404,3,0,60,741105,Kolkata,398656.31451161567
3,4526,4,3,69,929242,Kolkata,579845.2647637533
0,1400,3,4,59,592351,Kolkata,423151.5441404353
4,3011,3,2,42,815404,Kolkata,468644.54945887974
2,3943,4,3,36,380645,Kolkata,556124.0216334388
2,4630,4,4,40,514082,Kolkata,636911.3756183261
0,4037,2,1,30,249462,Kolkata,478166.98487084004
1,3756,3,1,11,340139,Kolkata,470858.18910309026
0,4991,1,3,25,403400,Kolkata,617866.6965104721
1,2478,0,0,45,401672,Kolkata,342940.56274045736
4,2914,0,0,51,338286,Kolkata,373567.77764372964
4,2057,4,3,43,652000,Kolkata,449850.69477927266
3,4837,4,0,66,629982,Kolkata,481308.65086873097
3,3295,2,0,47,753489,Kolkata,396649.6987774106
3,3993,3,1,24,810574,Kolkata,489120.05320984655
3,1041,4,0,37,971431,Kolkata,265711.334682881
2,1800,4,0,56,514878,Kolkata,299293.78169513313
3,3170,0,3,46,886442,Kolkata,507507.20383973065
3,1026,3,0,28,530864,Kolkata,268563.1791199267
3,4533,2,2,52,739386,Kolkata,545286.7827462212
1,3618,4,2,15,831742,Kolkata,504699.1597448513
3,2170,4,3,45,540474,Kolkata,449033.1772277263
0,3543,4,2,58,473965,Kolkata,476923.5938903725
3,4698,0,1,67,553746,Kolkata,501496.84150562965
3,3533,4,3,41,259098,Kolkata,533143.7321516153
2,4531,4,0,65,641270,Kolkata,462187.0596101917
3,3946,0,2,40,550244,Kolkata,516316.5630123764
1,1710,4,1,5,208893,Kolkata,356467.8586525432
4,4199,3,3,28,531201,Kolkata,584682.1605839876
3,3423,3,3,38,401998,Kolkata,528125.3633590939
3,3018,0,0,18,308914,Kolkata,394270.3861991711
3,1664,3,4,37,296920,Kolkata,463196.2767688136
2,4952,2,2,27,172207,Kolkata,579963.036880426
4,1782,4,1,25,647372,Kolkata,363733.52395674505
2,3898,2,3,69,996666,Kolkata,533518.695530531
2,2979,3,2,27,921692,Kolkata,463669.15295808954
2,3047,0,1,54,405049,Kolkata,410782.08583471307
1,2106,0,1,7,640902,Kolkata,374251.6907017576
4,2558,2,3,27,939324,Kolkata,485003.2324608892
1,4594,3,2,59,639512,Kolkata,541890.1751434677
1,2722,4,1,31,147462,Kolkata,406019.3724400799
4,2651,3,3,68,209950,Kolkata,472978.6738495713
1,3721,3,2,4,472223,Kolkata,515586.17276426463
4,2126,0,2,18,624331,Kolkata,423822.8668504144
3,2778,1,3,63,795660,Kolkata,477677.18259650114
2,4590,4,2,52,517692,Kolkata,550121.8574459803
1,3409,4,4,63,651788,Kolkata,551137.2997889471
4,1683,0,1,45,849165,Kolkata,337785.20870717324
0,2279,3,1,12,680718,Kolkata,381793.5287955045
1,3294,0,2,8,749438,Kolkata,486255.7068872534
1,3010,3,3,22,119841,Kolkata,501637.52857671806
4,2215,1,0,41,160293,Kolkata,337841.5424368434
0,2649,1,2,41,400296,Kolkata,429269.9013170785
0,3582,2,0,57,720755,Kolkata,395972.25049763726
3,2893,3,2,32,586713,Kolkata,461893.07876427204
1,1313,0,0,55,449570,Kolkata,265325.5066573413
2,4347,0,2,6,913302,Kolkata,556504.9275443252
1,4994,0,3,39,594515,Kolkata,614464.3077617111
2,2396,2,0,9,546006,Kolkata,359991.21353250137
2,1443,4,4,32,145876,Kolkata,449580.9049289016
4,2671,0,3,36,746493,Kolkata,485479.7352957766
1,3916,1,2,16,868071,Kolkata,515013.1082126636
4,4266,0,0,12,537543,Kolkata,471829.6638685366
3,4329,0,1,41,349044,Kolkata,501676.8981202383
2,2813,0,3,67,929734,Kolkata,470070.28698534373
0,1581,4,0,58,583498,Kolkata,278655.1767457024
2,3918,0,3,9,858005,Kolkata,567061.4532189135
3,2383,4,0,17,523052,Kolkata,360961.37233028666
2,1547,4,1,5,634119,Kolkata,346279.2354594035
4,2131,2,4,26,919816,Kolkata,501565.2601896855
1,4095,1,1,1,984975,Kolkata,498872.73478553374
0,4723,0,2,1,335428,Kolkata,569164.405054722
4,1464,0,3,35,401366,Kolkata,416260.4935649308
1,2045,0,4,9,359487,Kolkata,487401.9294068189
0,3549,4,3,38,194605,Kolkata,528069.0716944608
3,3898,3,0,4,273888,Kolkata,450568.6284807692
2,2864,1,2,52,666170,Kolkata,441030.15948636306
0,1715,0,2,19,818706,Kolkata,381120.224114644
3,1891,3,3,5,675344,Kolkata,454395.3195889292
1,4807,3,2,48,619245,Kolkata,555683.8325032622
0,1500,3,3,63,510412,Kolkata,391585.8187911698
3,3782,1,0,38,104999,Kolkata,430427.1200501235
1,3640,3,0,52,517242,Kolkata,411206.6261628485
4,1406,0,3,46,888162,Kolkata,406764.2231989783
2,2353,0,1,9,682463,Kolkata,391207.1799790838
3,1702,2,1,50,431104,Kolkata,336977.40225946624
4,3333,4,0,66,556050,Kolkata,394138.81693111995
1,3194,3,4,38,400974,Kolkata,552001.6300994083
0,3841,4,1,27,850612,Kolkata,469055.2143288923
2,3009,4,3,20,721050,Kolkata,510720.5077846893
1,1383,4,0,62,823103,Kolkata,270738.92183260334
3,3058,4,2,16,833927,Kolkata,477150.94234784297
2,3323,4,2,13,128008,Kolkata,493957.92056207516
4,1885,0,1,20,326092,Kolkata,368132.6860010881
2,2591,1,4,24,474315,Kolkata,522374.71491022356
4,4756,3,1,50,955336,Kolkata,529064.5869006014
1,1963,3,4,7,580607,Kolkata,489162.61769414134
0,1302,0,1,29,692051,Kolkata,308853.77429768955
2,3251,0,2,5,279594,Kolkata,487430.2399065505
0,1344,4,4,35,296196,Kolkata,436824.1919357969
0,2783,1,2,65,523538,Kolkata,427188.75125379366
2,1825,3,3,7,995188,Kolkata,442554.13449070824
2,2289,2,3,44,506033,Kolkata,450762.45596962306
0,1021,0,0,13,802490,Kolkata,259612.19315160345
3,3886,2,2,38,768586,Kolkata,514625.9001726128
3,3583,3,2,13,734304,Kolkata,513375.12237127614
2,2729,0,0,54,393301,Kolkata,355372.38234063284
0,2119,3,3,44,186300,Kolkata,431982.6861672835
0,4028,0,3,13,485672,Kolkata,560769.6509590326
1,2468,3,4,25,100188,Kolkata,507795.54397409665
0,1262,2,4,24,895846,Kolkata,431984.64742417634
3,3631,1,3,29,334597,Kolkata,543915.304623261
1,4060,0,1,18,338046,Kolkata,485805.1660799231
3,4826,2,2,5,237818,Kolkata,590087.6384475528
4,3430,3,4,18,438934,Kolkata,579946.70865885
2,2573,2,1,63,962185,Kolkata,379838.95784014877
4,3964,0,4,37,181119,Kolkata,606072.8019390189
2,1391,2,0,55,268452,Kolkata,276769.02361684677
3,3936,3,2,12,478720,Kolkata,536489.4914654454
3,4672,4,4,52,640088,Kolkata,639106.507461329
4,1539,1,3,57,457892,Kolkata,407529.8316114489
2,2115,1,0,46,221747,Kolkata,321249.7246849898
2,3613,4,0,44,999301,Kolkata,419835.43695809704
1,2182,0,3,24,127492,Kolkata,449858.87085772667
0,1883,2,0,9,329200,Kolkata,322145.6733840582
1,1227,2,2,12,367377,Kolkata,356746.41941653617
3,3520,4,4,9,515235,Kolkata,591843.970723743
4,3419,4,0,22,635735,Kolkata,423434.5303087434
2,2399,3,2,17,310644,Kolkata,435187.1720998929
1,2576,3,3,33,635286,Kolkata,473938.12865170545
4,3084,1,4,47,657089,Kolkata,547586.4309838655
4,4708,0,3,15,913508,Kolkata,620119.9778102638
0,2957,0,4,33,734563,Kolkata,528258.5208270258
2,1690,4,0,15,717976,Kolkata,313357.9381412636
4,3891,1,0,27,232501,Kolkata,442238.36834732594
2,2060,1,4,61,351006,Kolkata,471564.9780828122
1,3148,3,2,68,634669,Kolkata,452484.55171548954
4,4614,2,2,48,364131,Kolkata,562328.769236352
4,2213,0,2,8,588071,Kolkata,431137.8399805714
1,2535,1,1,6,188191,Kolkata,398651.8406027501
2,1657,3,2,63,905698,Kolkata,367672.6216594667
2,1089,3,0,2,421197,Kolkata,281028.747754969
4,4077,3,1,22,209273,Kolkata,501763.536525944
1,3952,2,2,21,177425,Kolkata,516209.3103266387
3,2162,1,0,6,738838,Kolkata,349894.4189235428
2,1094,4,1,13,279549,Kolkata,319446.56069442123
3,2654,4,0,1,887979,Kolkata,378897.32303673954
4,2901,3,4,22,280686,Kolkata,550668.1652920654
3,3679,3,0,24,680147,Kolkata,431929.92297830625
3,4457,2,1,64,154457,Kolkata,498465.7864188581
2,3170,3,2,41,592033,Kolkata,470304.02720545995
4,4356,1,1,22,603808,Kolkata,510527.3757806529
3,1365,3,2,61,179086,Kolkata,353457.5848835436
2,4960,3,2,12,891606,Kolkata,590421.939949934
3,3738,1,3,4,857230,Kolkata,562689.2550489244
2,2513,0,4,12,251259,Kolkata,520077.9429916374
4,3372,4,3,33,947463,Kolkata,535928.900454305
1,3454,3,1,21,628226,Kolkata,448277.4698640654
2,1995,1,3,52,160833,Kolkata,430117.03257447656
2,1518,4,2,47,157155,Kolkata,367155.4871566528
3,1895,2,1,59,772081,Kolkata,345981.1518724055
4,2847,0,3,47,565803,Kolkata,489365.3720230475
0,4710,3,0,56,762804,Kolkata,469883.49277590105
0,3124,0,4,13,717481,Kolkata,550897.1772267836
1,3281,3,0,44,850695,Kolkata,394283.07081988716
4,1829,3,1,35,430072,Kolkata,360520.54246693
2,3633,3,3,29,640017,Kolkata,544004.5618485681
0,3531,0,2,56,264816,Kolkata,471851.23611329356
1,4535,2,3,5,809490,Kolkata,606726.1662493494
4,1270,1,1,67,470885,Kolkata,308831.0559836291
1,4892,1,1,53,195245,Kolkata,519638.7023073716
0,3986,2,1,60,437575,Kolkata,462853.14330058877
3,4538,2,1,6,117255,Kolkata,528674.3647714936
3,1468,3,3,48,955377,Kolkata,405615.76598888304
4,3679,3,0,35,872637,Kolkata,435861.2358484925
1,3594,1,2,18,899176,Kolkata,500981.4069176772
2,1718,3,2,11,298157,Kolkata,391313.71391195594
0,2007,3,4,51,442765,Kolkata,467957.8640355672
3,3317,2,1,23,537683,Kolkata,447473.79278716975
3,1604,0,1,47,382989,Kolkata,331591.3714921748
1,4012,4,1,59,364673,Kolkata,472321.88007038785
3,1377,4,0,57,143117,Kolkata,281431.03244933335
1,1176,3,1,56,942746,Kolkata,301556.22307167074
0,3321,3,4,27,737333,Kolkata,555545.4022504496
1,2714,4,4,35,258004,Kolkata,520757.78684481024
3,4712,2,0,55,752107,Kolkata,477657.33124518377
1,1636,4,1,9,732886,Kolkata,351396.7944593751
3,3074,4,3,18,700824,Kolkata,518756.03202956525
4,3623,4,3,44,274031,Kolkata,547136.7464069382
3,1059,3,2,21,728991,Kolkata,357022.37145356974
3,3778,3,0,56,856245,Kolkata,424661.8622319841
3,4288,4,3,48,516165,Kolkata,575720.0206859757
4,4752,3,2,1,520785,Kolkata,590782.2428554123
2,1660,4,4,27,212230,Kolkata,466591.34835370997
3,1269,2,2,45,483937,Kolkata,354721.7678983824
2,4187,3,1,63,643606,Kolkata,480815.4487980404
0,1244,0,1,58,118695,Kolkata,295775.2954234333
1,1659,3,4,40,610699,Kolkata,454061.8738408251
2,4675,2,0,63,704992,Kolkata,468315.9423615998
0,1084,2,1,38,399240,Kolkata,300123.7081737262
1,4670,3,1,29,860487,Kolkata,522789.19489475695
3,1906,1,2,40,317320,Kolkata,396664.0029117055
3,4703,4,2,19,840396,Kolkata,579270.6335232098
3,4521,4,2,56,481485,Kolkata,550621.6403345884
4,2875,2,3,44,365891,Kolkata,499535.828572446
4,3583,3,4,65,950832,Kolkata,569336.0427925652
4,4958,1,0,13,188744,Kolkata,517784.56999974384
4,3136,0,2,30,880189,Kolkata,476563.8790785716
0,3596,4,0,49,986195,Kolkata,403151.11181810393
0,1853,1,2,63,104430,Kolkata,369638.48323970917
3,3942,4,1,35,708659,Kolkata,480123.1076353572
1,1506,3,0,11,205635,Kolkata,300597.2862808995
4,1407,4,3,49,653215,Kolkata,406537.1172492171
1,2294,0,2,40,228065,Kolkata,407267.7794445437
0,1523,3,4,21,422555,Kolkata,453469.8281234185
4,2517,2,1,47,218778,Kolkata,392998.4276252552
0,3654,1,2,3,240035,Kolkata,507179.973936563
0,4050,4,0,30,318033,Kolkata,439527.2503522477
2,3495,3,2,67,445175,Kolkata,473966.711792428
0,3590,3,1,62,440278,Kolkata,435635.1408769619
3,3996,4,4,37,307529,Kolkata,602535.5035056085
0,3397,2,4,22,666529,Kolkata,562627.5219252225
4,4816,4,4,31,851149,Kolkata,665421.4663965703
3,3899,2,1,46,316577,Kolkata,470541.0468828202
0,1327,4,2,45,320593,Kolkata,351972.3166014324
3,2835,3,1,14,540448,Kolkata,430273.5956088705
0,2309,0,1,12,635308,Kolkata,378968.98362641677
3,4106,0,2,63,528357,Kolkata,515515.2179166838
1,4604,3,3,38,260533,Kolkata,589640.5412597691
2,1622,0,4,47,418138,Kolkata,446921.2591342882
3,3535,2,0,54,508560,Kolkata,407434.34002586995
4,2854,3,0,55,731125,Kolkata,371558.3603276176
2,3041,2,2,48,547466,Kolkata,455326.1698609557
2,2883,3,0,15,178661,Kolkata,382218.0123206815
0,3534,2,3,16,465171,Kolkata,532472.1452182343
3,3192,2,1,43,250274,Kolkata,433802.1865786628
2,4595,0,4,7,610829,Kolkata,649995.8485053324
4,1755,3,0,43,666520,Kolkata,312085.0181224451
4,1145,4,0,28,985474,Kolkata,281928.7916084168
4,2020,0,2,66,622416,Kolkata,390048.8766054776
0,4822,2,2,60,126354,Kolkata,551945.521318012
1,4574,2,1,3,440913,Kolkata,530222.3358189448
3,2627,4,4,1,606212,Kolkata,540070.1846051873
2,1827,4,0,31,235662,Kolkata,313802.19876399625
3,2858,2,1,56,325314,Kolkata,402545.8982204788
2,1626,4,4,46,244790,Kolkata,455627.8747961181
0,4598,1,1,32,333094,Kolkata,513031.572442484
3,2295,0,0,18,244177,Kolkata,350587.26163563377
0,3581,3,2,68,760441,Kolkata,476283.9963990683
0,1629,4,2,35,345430,Kolkata,371459.2318011794
3,3928,4,2,23,863593,Kolkata,525564.770319624
3,4166,1,3,13,217266,Kolkata,587468.6160054047
2,4518,3,1,14,454398,Kolkata,523423.608981432
4,3462,1,0,37,815327,Kolkata,412433.8853906342
0,1256,3,1,5,513600,Kolkata,327604.6416814394
